product_id,title,description,category,price,brand,tags,rating_avg,rating_count,created_at
P001638,Comfort Headphones Model 403,Comfort Headphones Model 403 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,44.08,Novex,gps,4.51,33,2024-07-18T00:00:00Z
P001639,Ultra Trail Shoe Model 723,Ultra Trail Shoe Model 723 designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,57.6,TrailBlaze,"lightweight,compact",3.71,67,2023-12-09T00:00:00Z
P001640,Premium Trail Shoe,Premium Trail Shoe designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,52.45,CoreFit,"compact,outdoor,fitness",4.87,10,2024-07-20T00:00:00Z
P001641,Basic Yoga Mat Model 481,Basic Yoga Mat Model 481 designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,53.34,Apex,"casual,gps",3.69,34,2023-05-25T00:00:00Z
P001642,Compact Headphones,Compact Headphones designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,48.41,Apex,"running,trail,casual",3.83,22,2023-12-17T00:00:00Z
P001643,Ultra Running Shoe,Ultra Running Shoe designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,28.45,Stride,"training,lightweight",4.25,53,2024-09-17T00:00:00Z
P001644,Ultra Running Shoe,Ultra Running Shoe designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,39.42,Veloce,lightweight,4.53,23,2023-09-04T00:00:00Z
P001645,Comfort Sunglasses Model 174,Comfort Sunglasses Model 174 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,115.33,Veloce,"running,training",3.6,27,2024-07-29T00:00:00Z
P001646,Lightweight Trail Shoe Model 218,Lightweight Trail Shoe Model 218 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,58.99,Orion,training,4.83,10,2024-11-03T00:00:00Z
P001647,Compact Water Bottle,Compact Water Bottle designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,99.8,Apex,"outdoor,waterproof,training",3.58,17,2023-07-24T00:00:00Z
P001648,Lightweight Headphones Model 172,Lightweight Headphones Model 172 designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,87.49,Apex,training,3.88,22,2024-10-31T00:00:00Z
P001649,Eco Shorts Model 904,Eco Shorts Model 904 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,84.94,EverRun,"fitness,waterproof,lightweight",4.7,16,2024-02-28T00:00:00Z
P001650,Eco Shorts Model 318,Eco Shorts Model 318 designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,50.68,Orion,"fitness,training",4.65,14,2023-04-01T00:00:00Z
P001651,Eco Water Bottle,Eco Water Bottle designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,78.29,Veloce,waterproof,4.85,23,2023-03-14T00:00:00Z
P001652,Ultra Backpack,Ultra Backpack designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,68.14,Veloce,"heart-rate,casual,waterproof",4.53,10,2023-10-31T00:00:00Z
P001653,Compact Headphones,Compact Headphones designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,33.5,Stride,"gps,running",4.11,12,2024-07-12T00:00:00Z
P001654,Lightweight Compression Sleeve Model 539,Lightweight Compression Sleeve Model 539 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,27.75,Veloce,compact,4.99,43,2024-07-08T00:00:00Z
P001655,Pro Jacket,Pro Jacket designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,32.72,PeakMotion,"insulated,fitness",4.11,11,2023-02-18T00:00:00Z
P001656,Compact Running Shoe Model 556,Compact Running Shoe Model 556 designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,57.08,Apex,"outdoor,training",4.43,13,2024-01-08T00:00:00Z
P001657,Comfort Smart Watch,Comfort Smart Watch designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,49.17,Apex,"running,gps,outdoor",4.85,12,2023-02-13T00:00:00Z
P001658,Basic Compression Sleeve,Basic Compression Sleeve designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,46.64,Orion,waterproof,3.65,10,2023-04-13T00:00:00Z
P001659,Eco Sunglasses,Eco Sunglasses designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,25.69,CoreFit,"training,insulated,casual",3.58,22,2023-06-22T00:00:00Z
P001660,Lightweight Sunglasses Model 834,Lightweight Sunglasses Model 834 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,56.78,EverRun,"compact,trail",4.52,678,2023-03-26T00:00:00Z
P001661,Comfort Water Bottle Model 548,Comfort Water Bottle Model 548 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,51.4,Orion,"running,compact",3.74,14,2023-02-21T00:00:00Z
P001662,Compact Trail Shoe,Compact Trail Shoe designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,109.03,Stride,"insulated,compact",4.53,12,2024-10-10T00:00:00Z
P001663,Compact Running Shoe Model 548,Compact Running Shoe Model 548 designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,32.63,Nimbus,training,4.56,34,2024-04-19T00:00:00Z
P001664,Eco Running Shoe Model 462,Eco Running Shoe Model 462 designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,68.63,PeakMotion,"trail,running,insulated",4.97,12,2024-11-24T00:00:00Z
P001665,Pro Yoga Mat,Pro Yoga Mat designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,42.2,Orion,running,3.92,10,2023-02-02T00:00:00Z
P001666,Waterproof Running Shoe Model 618,Waterproof Running Shoe Model 618 designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,22.58,Veloce,"insulated,heart-rate",4.86,79,2024-10-31T00:00:00Z
P001667,Premium Shorts Model 278,Premium Shorts Model 278 designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,33.84,PeakMotion,"insulated,heart-rate",4.01,10,2024-02-02T00:00:00Z
P001668,Lightweight Running Shoe Model 517,Lightweight Running Shoe Model 517 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,85.55,Orion,insulated,3.53,17,2024-07-14T00:00:00Z
P001669,Durable Jacket Model 496,Durable Jacket Model 496 designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,78.2,Apex,"waterproof,training,gps",3.9,21,2023-08-12T00:00:00Z
P001670,Pro Shorts Model 968,Pro Shorts Model 968 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,32.27,EverRun,running,3.5,15,2024-01-22T00:00:00Z
P001671,Compact Backpack,Compact Backpack designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,26.43,EverRun,trail,4.24,167,2023-11-17T00:00:00Z
P001672,Comfort Sunglasses Model 288,Comfort Sunglasses Model 288 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,96.92,Veloce,"lightweight,heart-rate",3.59,11,2024-08-09T00:00:00Z
P001673,Comfort Smart Watch,Comfort Smart Watch designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,32.31,Novex,running,4.61,10,2023-02-10T00:00:00Z
P001674,Waterproof Socks Model 147,Waterproof Socks Model 147 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,29.77,Veloce,"casual,gps,fitness",3.86,11,2023-04-30T00:00:00Z
P001675,Waterproof Sunglasses,Waterproof Sunglasses designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,103.57,Orion,fitness,4.84,13,2024-04-12T00:00:00Z
P001676,Premium Jacket Model 908,Premium Jacket Model 908 designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,32.93,Orion,trail,3.76,24,2024-03-09T00:00:00Z
P001677,Comfort Sunglasses,Comfort Sunglasses designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,232.52,PeakMotion,"insulated,lightweight",4.7,42,2023-05-25T00:00:00Z
P001678,Compact Backpack,Compact Backpack designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,23.11,Nimbus,"running,heart-rate",3.69,48,2023-04-28T00:00:00Z
P001679,Compact Water Bottle,Compact Water Bottle designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,54.47,TrailBlaze,"lightweight,trail,heart-rate",4.59,11,2023-12-28T00:00:00Z
P001680,Durable Jacket Model 686,Durable Jacket Model 686 designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,48.91,EverRun,"trail,casual,compact",4.66,15,2023-08-05T00:00:00Z
P001681,Compact Backpack,Compact Backpack designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,49.21,EverRun,"compact,training,insulated",3.75,21,2024-01-26T00:00:00Z
P001682,Eco Running Shoe,Eco Running Shoe designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,50.02,EverRun,training,4.3,30,2024-09-10T00:00:00Z
P001683,Durable Jacket,Durable Jacket designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,40.34,Orion,"lightweight,gps",3.91,87,2023-11-15T00:00:00Z
P001684,Basic Trail Shoe,Basic Trail Shoe designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,53.45,Nimbus,running,3.58,17,2024-09-21T00:00:00Z
P001685,Eco Water Bottle,Eco Water Bottle designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,101.64,Stride,fitness,3.63,12,2023-10-13T00:00:00Z
P001686,Pro Compression Sleeve,Pro Compression Sleeve designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,22.64,EverRun,"heart-rate,waterproof,running",4.51,24,2023-01-14T00:00:00Z
P001687,Lightweight Socks,Lightweight Socks designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,31.08,Stride,lightweight,3.7,14,2024-01-03T00:00:00Z
P001688,Durable Smart Watch,Durable Smart Watch designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,21.66,Stride,"trail,casual,outdoor",4.83,14,2024-02-10T00:00:00Z
P001689,Lightweight Socks,Lightweight Socks designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,33.78,Orion,training,4.19,13,2024-08-21T00:00:00Z
P001690,Premium Jacket,Premium Jacket designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,101.43,Apex,"lightweight,heart-rate,trail",4.12,41,2023-03-17T00:00:00Z
P001691,Ultra Sunglasses,Ultra Sunglasses designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,54.42,Stride,"compact,gps,waterproof",3.68,27,2023-09-27T00:00:00Z
P001692,Eco Yoga Mat Model 168,Eco Yoga Mat Model 168 designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,35.68,Stride,"trail,waterproof,compact",4.13,10,2023-02-27T00:00:00Z
P001693,Waterproof Jacket Model 477,Waterproof Jacket Model 477 designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,53.66,TrailBlaze,"running,casual",3.85,13,2023-06-06T00:00:00Z
P001694,Premium Jacket Model 923,Premium Jacket Model 923 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,68.96,Apex,"heart-rate,fitness",4.67,27,2023-11-04T00:00:00Z
P001695,Lightweight Headphones Model 541,Lightweight Headphones Model 541 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,59.19,CoreFit,"waterproof,compact,heart-rate",4.13,10,2024-10-24T00:00:00Z
P001696,Waterproof Water Bottle,Waterproof Water Bottle designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,37.77,Stride,"lightweight,casual",4.82,10,2023-10-30T00:00:00Z
P001697,Ultra Smart Watch Model 904,Ultra Smart Watch Model 904 designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,46.62,EverRun,"gps,outdoor,fitness",4.51,10,2024-06-11T00:00:00Z
P001698,Basic Running Shoe Model 646,Basic Running Shoe Model 646 designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,57.97,Orion,"heart-rate,trail,compact",4.9,11,2023-09-03T00:00:00Z
P001699,Ultra Compression Sleeve Model 186,Ultra Compression Sleeve Model 186 designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,30.55,PeakMotion,"outdoor,waterproof,lightweight",4.58,89,2023-10-16T00:00:00Z
P001700,Comfort Backpack,Comfort Backpack designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,34.59,PeakMotion,waterproof,3.89,11,2023-02-05T00:00:00Z
P001701,Pro Trail Shoe Model 180,Pro Trail Shoe Model 180 designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,53.93,Veloce,"casual,running",4.06,23,2024-01-14T00:00:00Z
P001702,Waterproof Compression Sleeve Model 677,Waterproof Compression Sleeve Model 677 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,39.98,Nimbus,"heart-rate,fitness",4.58,67,2024-10-12T00:00:00Z
P001703,Pro Backpack Model 345,Pro Backpack Model 345 designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,34.83,Nimbus,"casual,compact",4.9,18,2024-05-29T00:00:00Z
P001704,Durable Sunglasses Model 313,Durable Sunglasses Model 313 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,25.06,Stride,"fitness,outdoor",3.53,22,2023-01-09T00:00:00Z
P001705,Compact Shorts,Compact Shorts designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,78.89,Stride,"heart-rate,lightweight",3.98,65,2024-08-12T00:00:00Z
P001706,Waterproof Yoga Mat Model 964,Waterproof Yoga Mat Model 964 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,27.27,PeakMotion,training,4.81,12,2023-09-03T00:00:00Z
P001707,Premium Trail Shoe,Premium Trail Shoe designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,35.39,CoreFit,insulated,4.93,20,2024-08-20T00:00:00Z
P001708,Pro Water Bottle,Pro Water Bottle designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,32.04,EverRun,"waterproof,running",4.18,14,2024-11-04T00:00:00Z
P001709,Pro Trail Shoe,Pro Trail Shoe designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,21.2,Novex,"gps,outdoor",4.88,11,2023-05-04T00:00:00Z
P001710,Compact Compression Sleeve Model 662,Compact Compression Sleeve Model 662 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,47.39,Veloce,"outdoor,lightweight",3.81,30,2024-11-04T00:00:00Z
P001711,Comfort Sunglasses Model 617,Comfort Sunglasses Model 617 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,121.56,Nimbus,trail,4.25,19,2023-06-17T00:00:00Z
P001712,Basic Running Shoe Model 808,Basic Running Shoe Model 808 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,51.87,Stride,training,4.19,10,2024-03-16T00:00:00Z
P001713,Basic Backpack,Basic Backpack designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,27.8,Apex,fitness,4.87,19,2023-02-17T00:00:00Z
P001714,Compact Water Bottle Model 933,Compact Water Bottle Model 933 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,57.3,Novex,outdoor,3.99,16,2023-02-16T00:00:00Z
P001715,Lightweight Water Bottle,Lightweight Water Bottle designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,98.36,Novex,"lightweight,outdoor",4.19,34,2023-07-19T00:00:00Z
P001716,Waterproof Running Shoe Model 718,Waterproof Running Shoe Model 718 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,58.14,Orion,"trail,waterproof,casual",4.29,19,2023-03-30T00:00:00Z
P001717,Comfort Running Shoe,Comfort Running Shoe designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,27.92,Orion,"outdoor,lightweight",4.28,13,2023-01-28T00:00:00Z
P001718,Basic Water Bottle Model 689,Basic Water Bottle Model 689 designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,77.05,EverRun,compact,4.06,18,2024-11-06T00:00:00Z
P001719,Pro Smart Watch,Pro Smart Watch designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,26.03,Nimbus,compact,4.42,44,2024-09-09T00:00:00Z
P001720,Comfort Running Shoe Model 394,Comfort Running Shoe Model 394 designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,81.17,PeakMotion,"waterproof,lightweight",3.84,14,2024-06-03T00:00:00Z
P001721,Lightweight Headphones,Lightweight Headphones designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,56.3,Veloce,"running,gps",3.78,18,2023-05-04T00:00:00Z
P001722,Comfort Smart Watch,Comfort Smart Watch designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,23.95,Nimbus,lightweight,4.09,13,2024-07-20T00:00:00Z
P001723,Eco Socks,Eco Socks designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,48.24,Nimbus,"insulated,casual,fitness",4.3,12,2024-02-17T00:00:00Z
P001724,Pro Backpack Model 553,Pro Backpack Model 553 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,25.24,PeakMotion,compact,4.97,11,2023-06-15T00:00:00Z
P001725,Eco Running Shoe,Eco Running Shoe designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,50.18,CoreFit,"lightweight,outdoor",4.34,20,2024-08-02T00:00:00Z
P001726,Basic Socks,Basic Socks designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,27.15,EverRun,"running,casual",3.77,43,2023-12-12T00:00:00Z
P001727,Compact Socks Model 150,Compact Socks Model 150 designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,29.69,Nimbus,trail,4.78,10,2023-02-26T00:00:00Z
P001728,Waterproof Socks Model 912,Waterproof Socks Model 912 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,124.12,PeakMotion,training,4.5,11,2024-07-26T00:00:00Z
P001729,Durable Socks Model 675,Durable Socks Model 675 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,103.76,Novex,casual,3.76,20,2024-06-04T00:00:00Z
P001730,Basic Sunglasses Model 334,Basic Sunglasses Model 334 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,185.1,TrailBlaze,outdoor,4.6,28,2023-02-16T00:00:00Z
P001731,Compact Yoga Mat,Compact Yoga Mat designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,51.97,Novex,"trail,casual",4.97,12,2023-03-21T00:00:00Z
P001732,Basic Backpack Model 437,Basic Backpack Model 437 designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,46.3,Orion,"trail,heart-rate,casual",4.39,11,2023-11-25T00:00:00Z
P001733,Eco Headphones,Eco Headphones designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,22.41,Apex,running,3.88,14,2023-06-12T00:00:00Z
P001734,Lightweight Trail Shoe Model 737,Lightweight Trail Shoe Model 737 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,23.84,Novex,fitness,3.61,11,2023-09-07T00:00:00Z
P001735,Waterproof Shorts Model 513,Waterproof Shorts Model 513 designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,41.28,Nimbus,"running,heart-rate",4.93,15,2023-03-17T00:00:00Z
P001736,Waterproof Headphones,Waterproof Headphones designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,23.2,Orion,lightweight,4.16,13,2023-01-29T00:00:00Z
P001737,Compact Compression Sleeve Model 690,Compact Compression Sleeve Model 690 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,45.95,TrailBlaze,"waterproof,insulated",4.9,65,2024-08-08T00:00:00Z
P001738,Ultra Smart Watch,Ultra Smart Watch designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,45.2,TrailBlaze,"fitness,waterproof",3.55,16,2024-08-15T00:00:00Z
P001739,Compact Water Bottle,Compact Water Bottle designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,25.79,Stride,heart-rate,3.6,34,2023-12-24T00:00:00Z
P001740,Waterproof Yoga Mat Model 389,Waterproof Yoga Mat Model 389 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,51.98,CoreFit,"running,compact",3.5,14,2024-07-28T00:00:00Z
P001741,Waterproof Yoga Mat Model 416,Waterproof Yoga Mat Model 416 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,39.86,CoreFit,"training,heart-rate,compact",4.89,42,2023-04-02T00:00:00Z
P001742,Pro Sunglasses Model 455,Pro Sunglasses Model 455 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,47.63,Apex,"outdoor,running",3.53,12,2023-11-19T00:00:00Z
P001743,Pro Headphones,Pro Headphones designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,43.55,TrailBlaze,"heart-rate,casual",4.42,89,2024-03-27T00:00:00Z
P001744,Durable Socks Model 679,Durable Socks Model 679 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,50.99,TrailBlaze,outdoor,3.81,22,2024-08-30T00:00:00Z
P001745,Lightweight Water Bottle Model 476,Lightweight Water Bottle Model 476 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,24.4,Veloce,training,4.12,11,2023-11-03T00:00:00Z
P001746,Durable Backpack Model 728,Durable Backpack Model 728 designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,56.65,Orion,"heart-rate,outdoor,compact",4.09,55,2024-02-28T00:00:00Z
P001747,Waterproof Smart Watch Model 405,Waterproof Smart Watch Model 405 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,50.15,CoreFit,"waterproof,fitness,insulated",4.68,28,2023-11-09T00:00:00Z
P001748,Durable Sunglasses,Durable Sunglasses designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,75.18,PeakMotion,"fitness,compact,heart-rate",4.18,11,2023-10-04T00:00:00Z
P001749,Ultra Running Shoe,Ultra Running Shoe designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,25.84,Apex,"outdoor,gps,casual",3.69,23,2023-08-12T00:00:00Z
P001750,Basic Jacket Model 757,Basic Jacket Model 757 designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,35.99,Stride,running,5.0,25,2024-04-01T00:00:00Z
P001751,Lightweight Compression Sleeve,Lightweight Compression Sleeve designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,54.42,Apex,"outdoor,fitness",4.85,16,2023-07-17T00:00:00Z
P001752,Basic Compression Sleeve Model 903,Basic Compression Sleeve Model 903 designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,139.29,Nimbus,"lightweight,compact,running",3.87,10,2023-10-12T00:00:00Z
P001753,Waterproof Yoga Mat,Waterproof Yoga Mat designed for audio performance. Ideal for active users and everyday comfort.,electronics>audio,38.9,Orion,heart-rate,3.58,10,2023-12-31T00:00:00Z
P001754,Comfort Trail Shoe Model 308,Comfort Trail Shoe Model 308 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,66.67,TrailBlaze,"gps,heart-rate",4.09,13,2023-12-12T00:00:00Z
P001755,Basic Headphones Model 102,Basic Headphones Model 102 designed for bags performance. Ideal for active users and everyday comfort.,travel>bags,58.83,Novex,"heart-rate,waterproof,trail",3.89,13,2023-11-02T00:00:00Z
P001756,Ultra Compression Sleeve Model 435,Ultra Compression Sleeve Model 435 designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,35.52,Novex,waterproof,4.9,17,2023-02-19T00:00:00Z
P001757,Ultra Water Bottle Model 295,Ultra Water Bottle Model 295 designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,26.3,Stride,waterproof,3.79,15,2023-07-07T00:00:00Z
P001758,Waterproof Smart Watch,Waterproof Smart Watch designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,82.99,PeakMotion,"training,heart-rate,casual",4.26,21,2024-11-04T00:00:00Z
P001759,Eco Running Shoe Model 133,Eco Running Shoe Model 133 designed for yoga performance. Ideal for active users and everyday comfort.,sports>fitness>yoga,48.43,Stride,"fitness,casual,heart-rate",4.94,11,2024-10-31T00:00:00Z
P001760,Basic Socks Model 598,Basic Socks Model 598 designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,111.14,Novex,"fitness,waterproof",4.99,12,2023-11-23T00:00:00Z
P001761,Comfort Smart Watch Model 649,Comfort Smart Watch Model 649 designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,115.78,Stride,gps,4.41,12,2024-02-05T00:00:00Z
P001762,Comfort Headphones Model 869,Comfort Headphones Model 869 designed for shorts performance. Ideal for active users and everyday comfort.,sports>apparel>shorts,49.19,Stride,waterproof,3.7,303,2024-09-30T00:00:00Z
P001763,Lightweight Water Bottle,Lightweight Water Bottle designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,33.21,Orion,waterproof,3.81,10,2023-01-23T00:00:00Z
P001764,Pro Yoga Mat Model 518,Pro Yoga Mat Model 518 designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,37.64,Novex,"casual,training,outdoor",4.9,10,2024-03-13T00:00:00Z
P001765,Smart Shorts Model 724,Smart Shorts Model 724 designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,50.04,EverRun,compact,3.58,12,2024-01-15T00:00:00Z
P001766,Lightweight Trail Shoe,Lightweight Trail Shoe designed for hydration performance. Ideal for active users and everyday comfort.,home>kitchen>hydration,49.39,Veloce,"training,lightweight",3.85,11,2023-05-15T00:00:00Z
P001767,Comfort Jacket Model 403,Comfort Jacket Model 403 designed for running performance. Ideal for active users and everyday comfort.,sports>footwear>running,45.45,Orion,"running,trail,training",4.58,82,2024-11-08T00:00:00Z
P001768,Ultra Running Shoe,Ultra Running Shoe designed for socks performance. Ideal for active users and everyday comfort.,sports>accessories>socks,37.57,TrailBlaze,"insulated,gps",4.19,27,2023-04-15T00:00:00Z
P001769,Basic Socks Model 807,Basic Socks Model 807 designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,32.84,CoreFit,"trail,heart-rate",4.68,18,2023-07-07T00:00:00Z
P001770,Lightweight Sunglasses,Lightweight Sunglasses designed for wearables performance. Ideal for active users and everyday comfort.,electronics>wearables,165.89,Nimbus,insulated,4.2,11,2024-06-01T00:00:00Z
P001771,Comfort Water Bottle,Comfort Water Bottle designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,104.21,Orion,"outdoor,casual,insulated",4.64,12,2023-09-18T00:00:00Z
P001772,Comfort Smart Watch,Comfort Smart Watch designed for jackets performance. Ideal for active users and everyday comfort.,sports>apparel>jackets,45.09,Nimbus,"trail,lightweight,compact",3.69,10,2023-02-18T00:00:00Z
P001773,Eco Headphones,Eco Headphones designed for trail performance. Ideal for active users and everyday comfort.,sports>footwear>trail,58.86,EverRun,"gps,casual,heart-rate",3.57,52,2023-03-17T00:00:00Z
P001774,Lightweight Headphones,Lightweight Headphones designed for recovery performance. Ideal for active users and everyday comfort.,sports>accessories>recovery,51.92,PeakMotion,"lightweight,outdoor,trail",4.38,19,2023-09-15T00:00:00Z
P001775,Compact Water Bottle Model 712,Compact Water Bottle Model 712 designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,49.41,Novex,"trail,lightweight",3.76,48,2024-02-02T00:00:00Z
P001776,Ultra Smart Watch Model 325,Ultra Smart Watch Model 325 designed for gear performance. Ideal for active users and everyday comfort.,outdoor>gear,27.27,Apex,"fitness,lightweight",3.72,13,2024-01-21T00:00:00Z
